Ticker,Drug,Stage,Catalyst
AMAG,Feraheme  Adults with iron deficiency anemia (IDA),Approved,"02/05/2018  Approval for sNDA filing announced February 5, 2018."
ARRY,Binimetinib - COLUMBUS  BRAF mutant melanoma cancer,Approved,"02/06/2018  Phase 3 data released September 26, 2016 met primary endpoint. PDUFA date June 30, 2018 - no Adcom anticipated. Noted February 6, 2018 33.6 month overall survival HR=0.61."
CELG,MM-007 OPTIMISMM  Multiple Myeloma - refractory,Phase 3,"02/06/2018  Phase 3 data released February 6, 2018 - primary endpoint (PFS) met."
GILD,Bictegravir/F/TAF  HIV,Approved,"02/07/2018  Approved February 7, 2018."
GILD,Bictegravir/F/TAF  HIV,Approved,"02/07/2018  Approval announced February 7, 2018."
BIIB,Natalizumab (α4-integrin inhibitor)  Acute ischemic stroke,Phase 2b,"02/07/2018  Phase 2b data released February 8, 2018 - primary endpoint not met."
JNJ,ZYTIGA (abiraterone acetate) - LATITUDE  metastatic hormone-naïve prostate cancer (mHNPC),Approved,"02/08/2018  sNDA approval announced February 8, 2018."
NVS,Cosentyx  Psoriasis,Approved,"02/08/2018  FDA approval announced February 8, 2018."
MDGL,MGL-3196 Heterozygous familial hypercholesterolemia (HeFH),Phase 2,"02/08/2018  Phase 2 top-line data released February 8, 2018 - primary endpoint met."
ABEO,ABO-102 Sanfilippo syndrome type A (MPS IIIA),Phase 1/2,"02/08/2018  Phase 1/2 updated data released February 8, 2018. CSF heparan sulfate levels decreased 57%/64%."
CBIO,CB 2679d/ ISU304  Hemophilia B,Phase 1/2,"02/09/2018  Phase 1/2 top-line positive data presented at EAHAD February 9, 2018."
RNN,RX-3117  Advanced bladder cancer - 3rd line,Phase 2a,"02/09/2018  Phase 2a data presented at ASCO GU February 9, 2018 noted 33% of patients had PFS of 2 months or more."
GSK,Fluarix Quadrivalent (Influenza Vaccine)  Influenza A - children 6-35 months of age.,Approved,"02/10/2018  Approval announced January 11, 2018."
MBVX,MVT-5873  Pancreatic cancer,Phase 1/2,"02/12/2018  Phase 1 interim data released February 12, 2018. Noted all patients had ""had measurable tumor reductions""."
VRTX,Tezacaftor (VX-661) / ivacaftor  Cystic fibrosis - Two Copies of the F508del Mutation,Approved,"02/12/2018  PDUFA date under priority review February 28, 2017. Approval announced February 12, 2018."
KDMN,KD025  Idiopathic pulmonary fibrosis (IPF),Phase 2,"02/12/2018  Phase 2 data released February 12, 2018. Open label - noted data were ""positive""."
TTPH,Eravacycline (TP-434) - IGNITE3  cUTI - complicated urinary tract infections,Phase 3,"02/13/2018  Phase 3 trial did not meet endpoints September 2015. Additional Phase 3 trial also did not meet primary endpoints - noted February 13, 2018."
MRK,MK-8931 (019) - Verubecestat  Mild-to-moderate Alzheimer's,Phase 3,02/13/2018  Phase 3 interim analysis by DMC advised trial to be discontinued due to lack of benefit vs risk.
EXEL,Cabozantinib  Thyroid Carcinoma,Phase 3,"02/13/2018  Phase 2 data released February 13, 2018. 54% ORR, 43% SD."
TTPH,Eravacycline (TP-434) - IGNITE3  cUTI - complicated urinary tract infections,Phase 3,"02/13/2018  Additional Phase 3 trial also did not meet primary endpoints - noted February 13, 2018."
VRTX,VX-150  Acute pain following bunionectomy surgery,Phase 2,"02/14/2018  Phase 2 data due released February 14, 2018. Primary endpoint met."
GLMD,Aramchol - ARRIVE HIV-associated lipodystrophy and nonalcoholic fatty liver disease (NAFLD),Phase 2,"02/14/2018  Phase 2 top-line data released February 14, 2018 did not meet primary endpoint."
JNJ,Apalutamide  Non-metastatic castration-resistant prostate cancer (CRPC),Approved,"02/14/2018  Approval announced February 8, 2018."
GLMD,Aramchol - ARRIVE HIV-associated lipodystrophy and nonalcoholic fatty liver disease (NAFLD),Phase 2,"02/14/2018  Phase 2 top-line data released February 14, 2018, primary endpoint not met."
AMAG,Makena - auto injector  Reduce the risk of preterm birth in women with a singleton pregnancy,Approved,"02/14/2018  Approval announced February 14, 2018."
ATRS,Makena - auto injector  Reduce the risk of preterm birth in women with a singleton pregnancy,Approved,"02/14/2018  Approval announced February 14, 2018."
PCRX,EXPAREL  Post surgical pain,PDUFA,"02/15/2018  Advisory Committee Meeting February 14-15, 2018 voted 4-6 against approval."
KURA,Tipifarnib  Head and neck squamous cell carcinomas (HNSCC),Phase 2,02/15/2018  Presentation of updated data due February 15 2018 showed 5/6 partial responses (PRs).
APRI,Vitaros  Erectile dysfunction,CRL,"02/16/2018  CRL issued for NDA resubmission - February 16, 2018."
ABBV,Risankizumab  Psoriasis,Phase 3,02/17/2018  Phase 3 data showed 37% and 51% of patients achieved clear skin vs 14% and 25% for placebo. Regulatory filing due 2018.
AZN,Durvalumab (PACIFIC)  Lung cancer,Approved,"02/19/2018  Approval announced February 19, 2018."
AIMT,AR101 PALISADE  Peanut Allergy,Phase 3,"02/20/2018  Phase 3 data released February 20, 2018 met primary endpoint but noted 20% discontinued treatment, 12% due to adverse event. Additional data presented March 4, 2018"
VRTX,VX-659 in combination with tezacaftor and ivacaftor  Cystic fibrosis (CF) who have one F508del mutation and one minimal function mutation (F508del/Min),Phase 3,02/21/2018  Phase 2 data showed ppFEV1 of +13.3%.
NBIX,Elagolix Uterine Fibroids,Phase 3,"02/21/2018  Phase 3 data released February 21, 2018 - primary endpoint met."
ABBV,Elagolix Uterine Fibroids,Phase 3,"02/21/2018  Phase 3 data released February 21, 2018 - primary endpoint met."
MESO,MSC-100-IV acute graft versus host disease (aGVHD) in children,Phase 3,"02/22/2018  Phase 3 data released February 22, 2018 - primary endpoint met. Day 100-day survival data due 2Q 2018."
APLS,APL-2  Geographic atrophy (GA) associated with age-related macular degeneration (AMD),Phase 3,"02/22/2018  Phase 2 18 month safety & efficacy data released February 22, 2018."
KMPH,Apadaz (KP201/APAP)  Acute pain,Approved,"02/23/2018  CRL issued June 13, 2016. Resubmitted, and issued FDA Approval February 23, 2018."
KMPH,Apadaz (KP201/APAP)  Acute pain,PDUFA,"02/23/2018  Resubmitted, and issued FDA Approval February 23, 2018."
OBSV,OBE001 - IMPLANT2  IVF,Phase 3,"02/26/2018  Phase 3 data released February 26,2018 - primary endpoint met. Improvement shown in ET D5 subgroup but not in ET D3."
LLY,"Abemaciclib - MONARCH 3  HR+, HER2-locoregionally recurrent or metastatic breast cancer (MBC)",Approved,"02/26/2018  Approval announced February 26, 2018."
ABIO,Gencaro - GENETIC-AF trial Chronic Heart Failure,Phase 2b,"02/26/2018  Phase 2b data released February 26, 2018 - no benefit shown in overall population. Intends to discuss Phase 3 plans with FDA."
CELG,Ozanimod - RADIANCE  Relapsing Multiple Sclerosis,Phase 3,"02/27/2018  Phase 3 data due released May 22, 2017 - primary endpoint met, disability endpoint not met. NDA filed December 2017. Refusal-to-file letter issued February 27, 2018."
TBPH,Telavancin  Bacteremia,Phase 3,02/27/2018  Phase 3 trial discontinued following recent interim analysis - announced during earnings release. Exact date unclear.
NVAX,NanoFlu vaccine  Influenza,Phase 2,"02/28/2018  Phase 1/2 top-line data released February 28, 2018."
MBVX,"MVT-1075  Pancreatic, colon and lung cancers",Phase 1,"02/28/2018  Phase 1 interim data released February 28, 2018 showed 2/3 patients with stable disease and 1/3 with progressive disease."
SRNE,ZTlido (lidocaine patch 1.8%)  Pain associated with post-herpetic neuralgia (PHN),Approved,"02/28/2018  Approval announced February 28, 2018."
HTBX,HS-110 and nivolumab (Opdivo)  Non-small cell lung cancer (NSCLC),Phase 2,"02/28/2018  Phase 2 initial data released February 28, 2018. 17% partial response; 40% stable disease."
RETA,Omaveloxolone - MOTOR  Mitochondrial myopathies (MM),Phase 2,"03/01/2018  Phase 2 initial data released March 1, 2018 - endpoints not met."
VRNA,RPL554  Cystic fibrosis,Phase 2a,"03/02/2018  Phase 2a data released March 2, 2018."
VRNA,RPL554  Cystic fibrosis,Phase 2a,"03/02/2018  Phase 2a data released March 2, 2018. Noted a 6% improvement in FEV1."
OTIC,OTIPRIO  Acute otitis externa,Approved,"03/02/2018  Approval announced March 2, 2018."
GTHX,Trilaciclib  First-line small-cell lung cancer,Phase 2,"03/05/2018  Phase 2a top-line data released March 5, 2018 - consequences of chemotherapy-induced myelosuppression versus placebo. PFS/ORR rates not currently significant but data are immature."
DERM,Olumacostat glasaretil (DRM01)  Acne,Phase 3,"03/05/2018  Phase 3 data released March 5, 2018 - failed to meet all co-primary endpoints."
CLSD,Suprachoroidal CLS-TA - PEACHTREE  Macular edema associated with non-infectious uveitis,Phase 3,"03/05/2018  Phase 3 data released March 5, 2018 - primary endpoint and key secondary endpoints met."
VNDA,HETLIOZ (tasimelteon)  Jet Lag Disorder,Phase 2,"03/05/2018  Phase 2 data released March 5, 2018 - primary endpoint met."
BMY,Opdivo - 4 week applications,Approved,"03/06/2018  Approval announced March 6, 2018."
THERF,Ibalizumab Multi-drug resistant HIV-1,Approved,"03/06/2018  Approval announced March 6, 2018."
ESPR,Bempedoic acid - CLEAR LDL-C Lowering Program 1002-048  Hypercholesterolemia,Phase 2,"03/07/2018  Phase 3 data released March 7, 2018."
RARE,DTX301  Ornithine Transcarbamylase (OTC) Deficiency,Phase 1/2,"03/07/2018  Phase 1/2 first cohort data released March 7, 2018 - 1/3 patients showed substantially increased levels of ureagenesis."
IMRN,IMM-124E  Nonalcoholic steatohepatitis (NASH),Phase 2,"03/08/2018  Phase 2 Interim analysis July 10, 2017 showed no statistical difference with placebo. However, company noted March 8, 2018 that top-line data were positive."
MCRB,SER-262 Primary Clostridium Difficile infection (CDI),Phase 1b,03/08/2018  Phase 1b trial showed no relevant difference in risk of recurrence compared to placebo - company did note was not powered to detect a statistically significant difference in recurrence rates.
VBLT,VB-111  Recurrent glioblastoma (rGBM) cancer,Phase 3,"03/08/2018  Phase 3 top-line data released March 8, 2018 - primary endpoint not met."
REGN,Praluent (alirocumab) ODYSSEY OUTCOMES  Cardiovascular events,Phase 3,"03/10/2018  Phase 3 trial met primary endpoint - March 10, 2018."
SNY,Praluent (alirocumab) ODYSSEY OUTCOMES  Cardiovascular events,Phase 3,"03/10/2018  Phase 3 trial met primary endpoint - March 10, 2018."
SVRA,Aironite - INDIE  Heart failure with preserved ejection fraction (HFpEF),Phase 2,"03/11/2018  Phase 2 top line data presented March 11, 2018 failed to meet primary endpoint."
SVRA,Aironite - INDIE  Heart failure with preserved ejection fraction (HFpEF),Phase 2,"03/12/2018  Phase 2 top line data presented March 11, 2018 failed to meet primary endpoint."
ANTH,Sollpura - RESULT  Exocrine pancreatic insufficiency,Phase 3,"03/12/2018  Phase 3 data released March 12, 2018 did not meet primary endpoint."
IMDZ,G100 Follicular non-Hodgkin Lymphoma - cancer,Phase 2,"03/12/2018  Phase 2 data ASH 2017 - ORR 39%, increased to 54% March 12, 2018."
ADXS,Axalimogene filolisbac + durvalumab  Recurrent or refractory HPV-associated cervical cancer and head & neck cancer,Phase 1/2,"03/12/2018  Clinical hold announced March 12, 2018."
NBIX,Elagolix Uterine Fibroids,Phase 3,"03/13/2018  Phase 3 data released February 21, 2018 - primary endpoint met. Second Phase 3 trial also met primary endpoint - March 13, 2018."
ABBV,Elagolix Uterine Fibroids,Phase 3,"03/13/2018  Phase 3 data released February 21, 2018 - primary endpoint met. Second Phase 3 trial also met primary endpoint - March 13, 2018."
PLX,OPRX-106  Ulcerative Colitis,Phase 2,"03/13/2018  Phase 2 data released March 13, 2018 - key endpoints met."
EARS,Keyzilen (AM-101) - TACTT3  Acute inner ear tinnitus,Phase 3,"03/13/2018  Phase 3 data released March 13, 2018 - primary endpoint not met."
NBIX,Elagolix Uterine Fibroids,Phase 3,"03/13/2018  Second Phase 3 trial also met primary endpoint - March 13, 2018."
ABBV,Elagolix Uterine Fibroids,Phase 3,"03/13/2018  Second Phase 3 trial also met primary endpoint - March 13, 2018."
LPTX,DKN-01 + KEYTRUDA  Esophagogastric adenocarcinoma,Phase 1/2,"03/14/2018  Monotherapy data released March 14, 2018. 2/16 PRs, 5/16 SD."
SLDB,SGT-001  Duchenne Muscular Dystrophy,Phase 1/2,"03/14/2018  Phase 1/2 trial initiated November 2017 for low dose. Clinical hold announced March 14, 2018."
ADAP,NY-ESO T-cell therapy  Myxoid round cell liposarcoma (MRCLS),Phase 1/2,"03/15/2018  Phase 1/2 data released March 15, 2018. 3/4 PRs, 1 SD."
REGN,EYLEA - PANAROMA  Nonproliferative Diabetic Retinopathy,Phase 3,"03/19/2018  Phase 3 data released March 19, 2018 - primary endpoint met. Regulatory filing due 2H 2018."
CDTX,Rezafungin - ReSTORE  Candidemia,Phase 3,"03/19/2018  Phase 2 data released March 19, 2018. Primary objectives met. Phase 3 trials to commence mid-2018."
HRTX,HTX-011  Post operative pain,NDA Filing,"03/19/2018  Phase 3 data released March 19, 2018 - primary and secondary endpoints met."
ARNA,Etrasimod  Ulcerative colitis,Phase 2,"03/19/2018  Phase 2 data released March 19, 2018 - primary and secondary endpoints met."
SGEN,ADCETRIS in combination with chemotherapy ECHELON-1 Frontline Hodgkin lymphoma,Approved,"03/20/2018  sBLA approval announced March 20, 2018. PDUFA date under priority review was May 1, 2018."
RETA,Bardoxolone methyl - LARIAT  Pulmonary hypertension due to interstitial lung disease - PH-ILD,Phase 2,"03/22/2018  Phase 2 primary endpoint met - noted March 22, 2018."
ABBV,Rova-T (TRINITY)  Third-line Small Cell Lung Cancer,Phase 2,"03/22/2018  Phase 2 pivotal data released March 22, 2018. ORR of 16% + overall survival 5.6 months noted."
PTGX,PTG-100  Ulcerative colitis,Phase 2b,"03/26/2018  Phase 2b trial discontinued following interim analysis - March 26, 2018."
LLY,"Abemaciclib - MONARCH 3  HR+, HER2-locoregionally recurrent or metastatic breast cancer (MBC)",Approved,"03/26/2018  Approval announced February 26, 2018."
TSRO,Niraparib and Keytruda (TOPACIO)  Triple-negative Breast Cancer or Ovarian Cancer,Phase 1/2,"03/26/2018  Data presented at SGO March 26, 2018 showed ORR 25%, control rate 68%."
VRNA,RPL554  COPD,Phase 2a,"03/26/2018  Phase 2b data released March 26, 2018 - primary endpoint met."
ABLX,Vobarilizumab  Systemic lupus erythematosus (SLE),Phase 2,"03/26/2018  Phase 2 trial did not meet primary endpoint - March 26, 2018."
FLKS,FLX-787 (Aust)  Multiple Sclerosis,Phase 2,"03/26/2018  Phase 2 data released March 26, 2018 - 27% decrease in spasms."
ESPR,Bempedoic Acid - 1002-039  Hypercholesterolemia,Phase 2,"03/27/2018  Phase 2 data released March 27, 2018. Primary endpoint met. LDL-C lowering 30%."
EDGE,EG-1962  Improving patient outcomes following an aneurysmal subarachnoid hemorrhage (aSAH),Phase 3,"03/28/2018  Phase 3 trial discontinued March 28, 2018 following interim analysis showing poor efficacy."
MNOV,MN-166  Methamphetamine dependence,Phase 2,"03/29/2018  Phase 2 data released March 29, 2018 - primary endpoint not met."
PFE,Tafamidis  TTR amyloid cardiomyopathy,Phase 3,"03/29/2018  Phase 3 data released March 30, 2018 - primary endpoint met."
MNOV,MN-001  NASH (nonalcoholic steatohepatitis),Phase 2,"04/02/2018  Noted April 2, 2018 that trial has been terminated early due meeting one of two primary endpoints (data from second endpoint not released)."
SLS,NeuVax in combination with Herceptin  Breast cancer - 1+/2+,Phase 2b,04/02/2018  Phase 2b interim analysis noted hazard ratio of 0.67. p value not released.
ALKS,ALKS 5461  Major depressive disorder,PDUFA,"04/02/2018  NDA filed but Refusal To File Letter announced April 2, 2018. Additional trials required."
NVO,Semaglutide - oral - PIONEER  Type 2 diabetes,Phase 3,"04/03/2018  Phase 3 data released February 22, 2018 - primary endpoint met. Data from nine further trials due 2018."
BIIB,Natalizumab (α4-integrin inhibitor)  Acute ischemic stroke,Phase 2b,"04/03/2018  Phase 2b data released February 8, 2018 - primary endpoint not met."
MDGL,MGL-3196 Heterozygous familial hypercholesterolemia (HeFH),Phase 2,"04/03/2018  Phase 2 top-line data released February 8, 2018 - primary endpoint met."
KDMN,KD025  Idiopathic pulmonary fibrosis (IPF),Phase 2,"04/03/2018  Phase 2 data released February 12, 2018. Open label - noted data were ""positive""."
RIGL,Fostamatinib  IgA nephropathy,Phase 2,"04/03/2018  Phase 2 data released April 3, 2018. Primary endpoint not met."
AGN,Cariprazine  Bipolar I Depression,Phase 3,"04/03/2018  Phase 3 data released April 3, 2018. Primary endpoint met."
GWPH,GWP42006 (CBDV)  Epilepsy,Phase 2,"04/03/2018  Phase 2 data released February 21, 2018 - primary endpoint not met."
BPTH,Prexigebersen - BP1001  Acute myeloid leukemia (AML),Phase 2,"04/03/2018  Phase 2 first patient enrolled November 2016. Interim data released April 3, 2018. Response rate 8/17 including 4 CR and 4 SD."
BMY,Opdivo - 4 week applications,Approved,"04/04/2018  Approval announced March 6, 2018."
ANTH,Sollpura - RESULT  Exocrine pancreatic insufficiency,Phase 3,"04/04/2018  Phase 3 data released March 12, 2018 did not meet primary endpoint."
CNAT,Emricasan  Liver fibrosis post-orthotopic liver transplant due to Hepatitis C virus infection (HCV-POLT),Phase 2b,"04/04/2018  Phase 2b data released April 4, 2018. Primary endpoint not met."
SGEN,ADCETRIS in combination with chemotherapy ECHELON-1 Frontline Hodgkin lymphoma,Approved,"04/04/2018  sBLA approval announced March 20, 2018."
LLY,Ramucirumab REACH-2  Hepatocellular Carcinoma,Phase 3,"04/04/2018  Phase 3 data released April 4, 2018. Primary endpoint met."
